slug,name,symbol,category,tvl,chains
waves-exchange,Waves Exchange,-,Farm,4343093.561148417,Waves
moremarkets.xyz,MoreMarkets.xyz,-,Yield,4333869.875540761,Ethereum;Ripple;Flare;Near
pharaoh-legacy,Pharaoh Legacy,PHAR,Dexs,4322040.771476895,Avalanche
everdex,Everdex,-,Dexs,4314045.674306016,Bifrost Network
mangrove,Mangrove,-,Dexs,4283834.721427537,Blast;Arbitrum
bunny,Bunny,BUNNY,Yield,4276451.634955785,Binance;Polygon
phoenix-defi-hub,Phoenix DeFi Hub,PHO,Dexs,4264155.2799534155,Stellar
exmo,Exmo,-,CEX,4253205.774307888,Ethereum;Tron;EthereumClassic;TON;Bitcoin
deltaswap,DeltaSwap,GS,Dexs,4233805.77254351,Arbitrum;Base;Ethereum
ramses-hl,Ramses HL,RAM,Dexs,4232635.275882033,Hyperliquid L1
avalon-finance,Avalon Finance,-,Lending,4183697.8389965394,Binance;IoTeX;Merlin;Bitlayer;Klaytn;Arbitrum;CORE;Base;Taiko;BOB;Sonic;Plume Mainnet;Goat;Ethereum;ZetaChain;Corn;BSquared;Mode;Sei;Scroll;DuckChain
klayswap-v1,KlaySwap V1,KSP,Dexs,4177171.466178893,Klaytn
escher,Escher,-,Liquid Staking,4167979.5394132296,Babylon Genesis
dragonswap-v3-kaia,DragonSwap V3 Kaia,-,Dexs,4167730.385554991,Klaytn
doubleup,DoubleUp,UP,Luck Games,4165352.2734055724,Sui
1inch,1inch,1INCH,DEX Aggregator,4161613.8574029505,Ethereum;Binance
shui,SHUI,SHUI,Liquid Staking,4090910.1670847326,Conflux
sosovalue-basis,SoSoValue Basis,SOSO,Basis Trading,4086924.611086874,Base
sovryn-lend,Sovryn Lend,SOV,Lending,4085783.8836552133,RSK
icpswap,ICPSwap,ICS,Dexs,4085476.0,ICP
compound-v1,Compound V1,COMP,Lending,4057461.4497675723,Ethereum
maverick-v2,Maverick V2,MAV,Dexs,4029147.5955563392,Ethereum;zkSync Era;Base;Arbitrum;Binance;Scroll
vaulta-ram,Vaulta RAM,-,Dexs,4026806.4301595422,EOS
reservoir-tools-amm,Reservoir Tools AMM,-,Dexs,4006583.7149358112,Abstract;Ink;Zero Network;Shape
usx.capital,USX.Capital,-,Stablecoin,3990884.701239916,Scroll
carrot-lend,Carrot Lend,CRT,Lending,3981141.4092282387,Solana
reservoir-tools-clmm,Reservoir Tools CLMM,-,Dexs,3965553.6066511143,Abstract;Ink;Zero Network;Redstone;Shape
reya-bridge,Reya Bridge,-,Canonical Bridge,3965304.6307470244,Ethereum;Arbitrum;Optimism;Base;Polygon
credit,Credit,-,Lending,3962361.090229035,World Chain
staq,StaQ,-,Liquid Staking,3957448.157964632,Map
rumpel-labs,Rumpel Labs,-,Synthetics,3952441.1706386353,Ethereum;Hyperliquid L1
boba-bridge,Boba Bridge,-,Canonical Bridge,3951645.3788463343,Ethereum
luckyfuture,LuckyFuture,-,Derivatives,3943451.147414264,Solana
hyperdrive-hl,Hyperdrive HL,-,Lending,3920115.625559407,Hyperliquid L1
citycoins,CityCoins,-,Yield,3916492.739964983,Stacks
exactly,Exactly,EXA,Lending,3902864.221325039,Optimism;Ethereum
thetanuts-finance,Thetanuts Finance,NUTS,Yield,3900798.1579974894,Ethereum;Arbitrum;Binance;Fantom;Avalanche;Polygon;Boba;Polygon zkEVM;Aurora;Cronos;inEVM
fathom-cdp,Fathom CDP,FTHM,CDP,3872748.1714011347,XDC
wemix-concentrated-range-deposit,WEMIX Concentrated Range Deposit,-,Dexs,3861600.027754883,WEMIX
superearn,SuperEarn,-,Yield,3795473.4662475344,Klaytn
eth-strategy,ETH Strategy,STRAT,Onchain Capital Allocator,3785725.827902749,Ethereum
fomo3d,Fomo3D,-,Farm,3759294.477918707,Ethereum
whaleex,WhaleEx,WAL,Dexs,3755125.48461445,EOS
mendi-finance,Mendi Finance,MENDI,Lending,3754711.689268985,Linea
sovryn-bridge,Sovryn Bridge,-,Canonical Bridge,3754086.8134074723,Binance;Ethereum
mstable-v2,mStable V2,DHT,CDP,3753188.8188546,Ethereum
crosscurve,CrossCurve,EYWA,Cross Chain Bridge,3752077.518611661,Arbitrum;Ethereum;Taiko;Fraxtal;Blast;Base;Polygon;Optimism;xDai;Linea;Binance;Mantle;Kava;Metis;Manta;Sonic;Avalanche;Mode;Celo;Fantom
hiyield,HiYield,-,RWA,3727162.7839121935,Avalanche;Canto
venombridge,VenomBridge,-,Bridge,3718306.397712825,Binance;Avalanche;Venom;Ethereum;Polygon;Fantom
hemibtc,hemiBTC,-,Bridge,3707936.8179478827,Bitcoin
velvet-v3,Velvet V3,VELVET,Yield,3678271.8200779594,Ethereum;Base;Binance
king-protocol,King Protocol,-,Liquid Restaking,3665224.390958815,Ethereum
syntropia,Syntropia,-,Yield Aggregator,3653548.9612951553,Ethereum
puffer-vaults,Puffer Vaults,PUFFER,Onchain Capital Allocator,3634666.528258946,Ethereum
tigris-mezo,Tigris Mezo,-,Dexs,3625450.616367776,Mezo
bima-cdp,BIMA CDP,-,CDP,3622616.564789471,Bitcoin;Ethereum;Hemi;Sonic;CORE;Binance;Goat;Plume Mainnet
delea,Delea,-,CDP,3614004.3668362135,TON
juice-finance,Juice Finance,JUICE,Leveraged Farming,3580796.7834582427,Blast
smilee-finance-gbera,Smilee Finance gBERA,-,Liquid Staking,3545069.523816687,Berachain
enibridge,ENIBridge,-,Canonical Bridge,3542538.9743189323,Ethereum
manifest-trade,Manifest Trade,-,Dexs,3540145.646767688,Solana
nirvana-v2,Nirvana V2,ANA,Reserve Currency,3529233.429560664,Solana
empiredex,EmpireDEX,EMPIRE,Dexs,3511039.957431578,Binance;Cronos;Ethereum;xDai;Avalanche;Fantom;Polygon;Kava;Empire
reflexer,Reflexer,FLX,CDP,3495662.360720835,Ethereum
swapscanner-lsd,Swapscanner LSD,SCNR,Liquid Staking,3493521.6057380224,Klaytn
nftx,NFTX,NFTX,NFT Marketplace,3473033.0952557484,Ethereum;Arbitrum
mimo-v2,Mimo V2,-,Dexs,3464948.388002506,IoTeX
rank-trading,Rank Trading,RAN,Yield,3460371.1016792925,Binance
superloop,Superloop,-,Onchain Capital Allocator,3440496.776297295,Etherlink
pirex,Pirex,BTRFLY,Yield,3437437.437789622,Ethereum;Arbitrum
taraswap,Taraswap,TSWAP,Dexs,3427193.795781405,Taraxa
sparkdex-perps,SparkDEX Perps,SPRK,Derivatives,3425469.437180544,Flare
xswap-v3,XSwap V3,XSP,Dexs,3406545.8888683286,XDC
9mm-v3,9mm V3,-,Dexs,3406481.783592256,Pulse;Base;Sonic
nerite,Nerite,NERI,CDP,3404098.5630519437,Arbitrum
tokenworks,TokenWorks,-,NFT Automated Strategies,3404035.3132383167,Ethereum
shadow-exchange-clmm,Shadow Exchange CLMM,SHADOW,Dexs,3395554.1409626817,Sonic
phoenix,Phoenix,-,Dexs,3394356.772102636,Solana
hskhodlium,hskhodlium,-,Liquid Staking,3391764.887133608,HashKey Chain
neptune-finance,Neptune Finance,-,Lending,3355184.8010595688,Injective
mugenfinance,MugenFinance,MGN,Yield Aggregator,3354846.6630753214,Arbitrum
zero-network,Zero Network,-,Canonical Bridge,3337574.8740578303,Ethereum
lets-get-hai,Lets Get HAI,KITE,CDP,3326860.402868536,Optimism
kyo-finance,Kyo Finance,-,Dexs,3321046.6339211334,Soneium
bedrock-uniiotx,Bedrock uniIOTX,-,Liquid Staking,3314079.410536974,IoTeX
flamingo-finance,Flamingo Finance,FLM,Dexs,3300281.643398752,NEO
initiadex,InitiaDEX,-,Dexs,3292240.349693714,Initia
sunny,Sunny,SUNNY,Yield,3283234.2716094563,Solana
gate-swap,Gate Swap,-,Dexs,3275369.2647696496,GateLayer
arena-dex,Arena DEX,ARENA,Dexs,3255717.816355696,Avalanche
smardex-usdn,SMARDEX USDN,-,Basis Trading,3235686.322409611,Ethereum
rosen-bridge,Rosen Bridge,RSN,Bridge,3212727.561196829,Ergo;Cardano;Bitcoin;Ethereum;Binance;Doge
omniyield,OmniYield,-,Yield Aggregator,3199908.013075566,Arbitrum
mstable-cdp,mStable CDP,DHT,CDP,3199658.2844901416,Ethereum;Polygon
gala-swap,Gala Swap,-,Dexs,3197291.444149906,Gala
hanji-protocol,Hanji Protocol,-,Dexs,3184320.6573570245,Etherlink;Base;Monad
aurora-plus,Aurora Plus,AURORA,Farm,3183054.3185312334,Aurora
artemis-finance,Artemis Finance,-,Liquid Staking,3178168.663575888,Goat;Metis
blast-pre-launch-farm,Blast pre-launch Farm,-,Farm,3174251.805351707,Ethereum
vanswap,VanSwap,VAN,Dexs,3156449.855989731,Vision
asymmetry-finance,Asymmetry Finance,ASF,Indexes,3153362.9229703955,Ethereum
parallel-protocol-v3,Parallel Protocol V3,PRL,CDP,3152809.501708742,Avalanche;Sonic;Hyperliquid L1;Ethereum;Base
duality,Duality,-,Dexs,3147591.7009747094,Neutron
venus-isolated-pools,Venus Isolated Pools,XVS,Lending,3141315.0180790443,Binance;Ethereum;Arbitrum
yay!,Yay!,-,SoFi,3137364.2682375256,Ethereum;Soneium
puffer-unifi,Puffer UniFi,PUFFER,Yield,3136789.3342987057,Ethereum
angstrom,Angstrom,-,Dexs,3133329.3649035306,Ethereum
sonic-icp,Sonic ICP,SONIC,Dexs,3124128.7942826906,ICP
rainbow-bridge,Rainbow Bridge,-,Bridge,3110862.046440701,Ethereum;Near
arch,Arch,-,Indexes,3102261.233128159,Ethereum;Polygon
notional-v2,Notional V2,NOTE,Lending,3096346.814779559,Ethereum
puzzle-swap,Puzzle Swap,PUZZLE,Dexs,3087730.100852553,Waves
remora-markets,Remora Markets,-,RWA,3081761.772376302,Solana
deeplock,DeepLock,DEEP,Launchpad,3081633.8353347583,Binance
thruster-v2,Thruster V2,-,Dexs,3070988.796750896,Blast
springsui-ecosystem,SpringSui Ecosystem,-,Liquid Staking,3069512.1410133387,Sui
gnosis-protocol-v1,Gnosis Protocol v1,-,Prediction Market,3050829.3057206576,Ethereum
flowx-v3,FlowX V3,FLX,Dexs,3041082.9853548766,Sui
friend.tech-v1,friend.tech V1,FRIEND,SoFi,3035164.8213549093,Base
beets-dex-v3,Beets DEX V3,BEETS,Dexs,3021137.061312087,Sonic
kuma-protocol,KUMA Protocol,-,RWA,3018247.433706409,Ethereum;Linea;Polygon;Telos
orby-network,Orby Network,ORB,CDP,3016862.1168618943,Cronos
gammaswap-open-interest,GammaSwap Open Interest,GS,Options,3015920.102721523,Arbitrum;Base;Ethereum
osl,OSL,-,CEX,3005892.691528427,Ethereum;Solana;Bitcoin;Avalanche;Ripple;Tron;Binance;Doge;TON;Litecoin
solomon-usdv,Solomon USDv,SOLO,Basis Trading,3004599.2814818337,Solana
glowswap,GlowSwap,-,Dexs,3003578.0811390737,BSquared
bitzy,Bitzy,-,Dexs,2991927.0293104723,Botanix
nx-finance,NX Finance,-,Yield Aggregator,2982087.415610795,Solana
stratis-mstrax,Stratis mSTRAX,-,Liquid Staking,2981046.2901780577,Stratis
dyorswap-amm,DyorSwap AMM,DYOR,Dexs,2977804.405940544,X Layer;Blast;Plasma;Ink;Unichain;Soneium;Mode;Sonic;Merlin;BOB;ZetaChain;Degen
web3.world,Web3.world,W3W,Dexs,2970577.0,Venom
sigma-money,Sigma Money,SIGMA,CDP,2955022.810095166,Binance
rooster-protocol-v2,Rooster Protocol V2,-,Dexs,2951775.6980185397,Plume Mainnet
ethos-network,Ethos Network,-,SoFi,2946146.389288776,Base
trado-spot,Trado Spot,-,Dexs,2942601.2215940584,Flow
meta-pool-stip,Meta Pool stIP,-,Liquid Staking,2941599.394332833,Story
blazeswap,BlazeSwap,-,Dexs,2939832.7000478865,Flare;Songbird
singularity-finance,Singularity Finance,SFI,Yield,2934580.361613654,Ethereum;Base;Binance
guru-network-classic,Guru Network Classic,ELITE,Yield,2927544.743850419,Binance;Sonic;MultiVAC;Fantom;Arbitrum;Kucoin;Polygon;Avalanche;Metis;Echelon
supervaults,Supervaults,-,Liquidity manager,2927540.2376283454,Neutron
core-bridge,CORE Bridge,CORE,Canonical Bridge,2925931.611069395,Avalanche;Arbitrum;Optimism;Binance;Ethereum;Polygon;Base
wagmi,WAGMI,WAGMI,Dexs,2923655.395135733,Sonic;Kava;Metis;IOTA EVM;zkSync Era;Ethereum;Base;zkLink;Fantom
shadow-exchange-legacy,Shadow Exchange Legacy,SHADOW,Dexs,2915769.049384781,Sonic
pact,Pact,POW,Dexs,2907417.0,Algorand
kava-earn,Kava Earn,-,Yield Aggregator,2900064.9856283115,Kava
universe-xyz,Universe XYZ,XYZ,Yield,2890613.7927272725,Ethereum
solv-others,Solv Others,-,Anchor BTC,2890099.0044887317,Merlin
kava-liquid,Kava Liquid,-,Liquid Staking,2878174.2298030863,Kava
privacy-pools,Privacy Pools,-,Privacy,2865391.5665453128,Ethereum;Arbitrum;Optimism
joe-lend,Joe Lend,JOE,Lending,2855675.4888827875,Avalanche
phiat-protocol,Phiat Protocol,PHIAT,Lending,2828996.483656019,Pulse
bitomato,BiTomato,-,CEX,2827935.581770328,Bitcoin;Ethereum;Binance
realt-rmm-marketplace-v2,RealT RMM Marketplace V2,REG,Lending,2827230.2120824666,xDai
sumer.money,Sumer.money,-,Lending,2815280.9130742503,Berachain;Ethereum;CORE;Arbitrum;Goat;Meter;Base;zkLink;Hemi;Binance;Bitlayer;Monad;BSquared
sushi-bentobox,Sushi BentoBox,SUSHI,Yield,2807093.549028815,Arbitrum;Polygon;Ethereum;xDai;Moonbeam;Avalanche;Moonriver;Celo;Optimism
leadfi-leadbtc,LeadFi leadBTC,-,Bridge,2801538.8813094134,Bitcoin
sicx,sICX,-,Liquid Staking,2771269.056673193,Icon
aspida,Aspida,-,Liquid Restaking,2765189.296399782,Ethereum
kongswap,KongSwap,KONG,Dexs,2742325.0,ICP
townsquare,TownSquare,-,Lending,2730215.448431635,Monad
threshold-thusd,Threshold thUSD,T,CDP,2727559.496199211,Ethereum
stable-jack-v1,Stable Jack V1,JACK,Yield,2710481.2842343845,Avalanche
messina-bridge,Messina Bridge,-,Cross Chain Bridge,2683563.4193881648,Algorand;Ethereum;Binance;Base;Avalanche;Optimism;Polygon;Arbitrum;Cronos
iziswap,iZiSwap,IZI,Dexs,2683209.2117176214,zkSync Era;ZetaChain;Scroll;Manta;Linea;Binance;X Layer;Base;Hemi;Taiko;BOB;Mantle;Ultron;Zkfair;zkLink;IoTeX;Mode;Plume Mainnet;Blast;OntologyEVM;Aurora;CORE;Arbitrum;Morph;Meter;Kava;Gravity;Polygon;Monad;Ethereum;Cronos;Kroma
rex-staking,REX Staking,-,Lending,2676390.7151272604,Telos
symmetry,Symmetry,-,Indexes,2671609.6509778937,Solana
angles-stake,Angles Stake,-,Liquid Staking,2666915.112032634,Sonic
singularx,SingularX,-,Dexs,2661494.3462951584,Ethereum
gemswap-by-golden-swan-solutions,GemSwap by Golden Swan Solutions,-,RWA,2659166.021280631,Sei
stcyber,stCYBER,-,Liquid Staking,2649584.9817589046,Cyber
suzaku,Suzaku,SUZ,Restaking,2630048.39669514,Avalanche
ipor-derivatives,IPOR Derivatives,-,Derivatives,2625792.4386809124,Ethereum;Arbitrum;Base
asymmetry-usdaf,Asymmetry USDaf,ASF,CDP,2604178.2024034704,Ethereum
omnibtc,OmniBTC,-,Lending,2581089.3500580317,Sui;Arbitrum;Base;Ethereum;Polygon;Optimism;Avalanche;Binance
strata-season-0,Strata Season 0,-,Farm,2556628.0308747417,Ethereum
tensorplex,Tensorplex,-,Liquid Staking,2548327.3775142096,Ethereum
truemarkets,Truemarkets,TRUE,Prediction Market,2548310.3747383803,Base
pangolin-v2,Pangolin V2,PNG,Dexs,2542842.1580700777,Avalanche;Hedera;Flare;Songbird
jasper-vault,Jasper Vault,-,Options,2533958.1018573083,Arbitrum;Bitlayer;Base
hybra-v4,Hybra V4,-,Dexs,2529187.0269539882,Hyperliquid L1
claystack-eth,ClayStack ETH,-,Liquid Restaking,2501309.1150519033,Ethereum
bamm,BAMM,-,Lending,2492621.129680268,Fraxtal
switcheo-finance,Switcheo Finance,-,Dexs,2484542.5706281657,Ethereum
swappi,Swappi,PPI,Dexs,2478897.7070767097,Conflux
beets-dex,Beets DEX,BEETS,Dexs,2474510.5304851867,Optimism;Sonic;Fantom
augur,Augur,REP,Prediction Market,2466775.6464931057,Ethereum
international-meme-fund-v2,International Meme Fund V2,IMF,Onchain Capital Allocator,2458985.308194944,Ethereum
magma-staking,Magma Staking,-,Liquid Staking,2455564.5501380865,Monad
revault,Revault,REVA,Yield,2419551.5257536937,Binance
katana,Katana,-,Options Vault,2417024.998100337,Solana
nerveswap,NerveSwap,-,Dexs,2400229.0,Nuls
service-nervous-systems,Service Nervous Systems,-,Governance Incentives,2393508.847263011,ICP
babydogeswap,BabyDogeSwap,BabyDoge,Dexs,2392200.519948643,Binance
international-stable-currency,International Stable Currency,-,RWA,2368726.2441347465,Solana
flat-money-v2,Flat Money V2,DHT,Partially Algorithmic Stablecoin,2364857.0910830656,Arbitrum;Optimism
elys-earn,Elys Earn,-,Lending,2360173.6803099997,Elys
full-sail,Full Sail,SAIL,Dexs,2351173.078369842,Sui
ithaca-protocol,Ithaca Protocol,ITHACA,Options,2336114.5545540624,Arbitrum
etherflip,EtherFlip,-,Luck Games,2335080.8974593906,Ethereum
sanko-bridge,Sanko Bridge,DMT,Canonical Bridge,2322187.4313528496,Arbitrum
ddex,DDEX,-,Dexs,2317402.931331525,Ethereum
everrise,EverRise,RISE,Cross Chain Bridge,2314438.3625515895,Ethereum;Binance;Avalanche;Polygon;Fantom
zerolend-vaults,ZeroLend Vaults,-,Risk Curators,2304444.350341146,Ethereum;Sonic;Linea;Berachain
milkyway-liquid-staking,MilkyWay Liquid Staking,MILK,Liquid Staking,2303453.207574781,Milkyway;Osmosis;MilkyWay Rollup
tenderize-v2,Tenderize V2,-,Liquid Staking,2287536.8002877636,Arbitrum;Ethereum
dual-finance,Dual Finance,DUAL,Options,2276770.4781269436,Solana
hyperswap-v2,HyperSwap V2,SWAP,Dexs,2272671.2716857395,Hyperliquid L1
alterscope,Alterscope,-,Risk Curators,2272059.326101203,Base;Ethereum;Starknet
xoxno-liquid-staking,XOXNO Liquid Staking,XOXNO,Liquid Staking,2260566.2206716086,Elrond
klaystation,KLAYstation,-,Liquid Staking,2245562.607197546,Klaytn
yamato-protocol,Yamato Protocol,-,CDP,2245252.4578339383,Ethereum
kton,KTON,-,Liquid Staking,2243056.886763819,TON
erasure,Erasure,NMR,Derivatives,2205569.1426593224,Ethereum
superreturn,SuperReturn,-,Onchain Capital Allocator,2203153.7380427755,Arbitrum;Plume Mainnet;Ethereum;Soneium
ztln-p,ZTLN-P,-,RWA,2199182.746204557,Ethereum
overtime,Overtime,OVER,Prediction Market,2195228.0286754486,Optimism;Arbitrum;Base;Polygon;Ethereum;Binance
tetu-earn,Tetu Earn,TETU,Yield,2193435.209213966,Polygon;Binance;Base;Ethereum;Fantom
stcelo,stCELO,-,Liquid Staking,2183628.1116168983,Celo
more-vaults,MORE Vaults,-,Onchain Capital Allocator,2169024.4158124067,Flow
filet-finance,Filet Finance,-,Liquid Staking,2164289.1870479574,Filecoin;Binance;Mixin;Heco
chainport,ChainPort,PORTX,Bridge,2164071.6635694276,Ethereum;Cardano;Binance;Polygon;Fantom
stellaswap-v4,StellaSwap V4,STELLA,Dexs,2163765.397906411,Moonbeam
nbx,NBX,-,CEX,2162844.769226282,Bitcoin;Ethereum;Cardano
balancer-cow-amm,Balancer CoW AMM,BAL,Dexs,2157889.8484091973,Ethereum;xDai;Arbitrum;Base
blur-lending,Blur Lending,BLUR,NFT Lending,2151818.7571290517,Ethereum
wemix-full-range-deposit,WEMIX Full Range Deposit,-,Dexs,2149759.8789006774,WEMIX
axial,Axial,AXIAL,Dexs,2148292.1981091085,Avalanche
astake,Astake,-,Liquid Staking,2143422.441952337,Astar
creth2,CRETH2,CREAM,Liquid Staking,2128212.4793537296,Ethereum
capx-ai,Capx AI,CAPX,AI Agents,2117319.5420559472,Capx Chain
port-finance,Port Finance,PORT,Lending,2116030.881079282,Solana
goldfinch,Goldfinch,GFI,RWA Lending,2107100.985538033,Ethereum
balanced-dollar,Balanced Dollar,BALN,CDP,2089837.9488641042,Icon
tac-cross-chain-layer,TAC Cross Chain Layer,-,Bridge,2085488.310783474,TON
rari-capital,Rari Capital,RGT,Yield Aggregator,2076005.7317148985,Ethereum;Arbitrum
piperx-v3,PiperX V3,-,Dexs,2068734.2183072967,Story
minefi,MineFi,-,Liquid Staking,2064320.9442861176,Filecoin
denario,Denario,-,RWA,2056532.059618704,Polygon
udonswap,UdonSwap,-,Dexs,2043692.108334589,Bitkub
ionic-protocol,Ionic Protocol,ION,Lending,2042238.8078521416,Mode;Base;Lisk;Optimism;BOB;Fraxtal
dragon-swap-v2-sei,Dragon Swap V2 Sei,DRG,Dexs,2039283.9406341438,Sei
colt,Colt,-,Partially Algorithmic Stablecoin,2030883.0581916214,Saga
hubble,Hubble,HBB,CDP,2028138.0788898785,Solana
eris-protocol,Eris Protocol,-,Liquid Staking,2024973.4600179342,Nibiru;Terra2;Kujira;Injective;Chihuahua;Juno;Terra;Osmosis;Sei;Archway;Neutron;Migaloo
polynomial-liquidity,Polynomial Liquidity,-,Dexs,2010611.337627028,Polynomial
cellana-finance,Cellana Finance,CELL,Dexs,2001253.5221509817,Aptos
bao-masterchef-v1,Bao Masterchef V1,BAO,Farm,1998208.0912272213,Ethereum;xDai
stabble,stabble,STB,Dexs,1996219.1575857233,Solana
landx-finance,LandX Finance,LNDX,RWA,1988045.5656334131,Ethereum
nome-protocol,NOME Protocol,NOME,Algo-Stables,1980830.8640411852,Berachain
compx-cdp,Compx CDP,-,CDP,1979112.7747681413,Algorand
tokenstore,TokenStore,-,Dexs,1974376.232915527,Ethereum
flaunch,flaunch,-,Launchpad,1968382.041227086,Base
adrastea-lrt,Adrastea LRT,-,Liquid Restaking,1960667.775917748,Solana
blackwing,Blackwing,-,Farm,1958169.2744728462,Arbitrum;Ethereum;Binance
helix-spot,Helix Spot,-,Dexs,1953447.149620391,Injective
liquidswap,LiquidSwap,LSD,Dexs,1948745.3048930126,Aptos
story-hunt,Story Hunt,-,Dexs,1943069.2395924022,Story
planet-farm,Planet Farm,AQUA,Yield,1936660.0859017319,Binance
rook,Rook,ROOK,Dexs,1934350.7047848098,Ethereum
lithos,Lithos,LITH,Dexs,1929926.6694060075,Plasma
allstake,Allstake,-,Restaking,1928850.3447245308,Near;Solana;Ethereum
gondi-v3,Gondi V3,-,NFT Lending,1927963.0497152274,Ethereum
alex,ALEX,ALEX,Dexs,1927877.1730302456,Stacks
unchain-x,Unchain X,UNX,Dexs,1926900.0785912345,Binance
mitosis,Mitosis,-,Onchain Capital Allocator,1916608.678319106,Binance;Linea;Arbitrum;Ethereum;Base;Morph;Manta;Optimism;Scroll;Blast;Mantle;Mode
neemo-finance,Neemo Finance,-,Liquid Restaking,1901229.690830004,Astar;Ethereum
microchain,Microchain,-,Dexs,1897067.6638206877,Fuel
meson,Meson,-,Cross Chain Bridge,1896985.3648937647,Ethereum;Merlin;Binance;Arbitrum;BSquared;Optimism;X Layer;Bitlayer;Tron;Base;Polygon;Avalanche;Polygon zkEVM;zkLink;Hemi;Mantle;Conflux;Scroll;Europa;zkSync Era;Manta;Aurora;Linea;Cronos;Op_Bnb;Taiko;Mode;Metis;Ancient8;Blast;CORE;Zkfair;ZetaChain;xDai;Celo;Kava;Moonbeam;Map;EOS EVM;inEVM;Fantom;Moonriver;BounceBit;BEVM
sunpump,SunPump,-,Launchpad,1893163.0423425746,Tron
rollx,RollX,-,Derivatives,1887574.2320532023,Bitlayer;Base
bex,BEX,-,Dexs,1882610.6078829765,Berachain
kaoyaswap,KaoyaSwap,-,Dexs,1878745.13352443,Binance
b.protocol,B.Protocol,BPRO,Liquidations,1868569.24328351,Ethereum;Arbitrum;Polygon;Fantom
butter-network,Butter Network,-,Cross Chain Bridge,1862718.3765871697,Ethereum;Tron;Map;Binance;Arbitrum;Polygon;Base;X Layer;Linea;Klaytn;Optimism;Mantle;Scroll;Blast;Merlin
hydro-lending,Hydro Lending,HDRO,Lending,1858010.45421537,Injective
perpetual-protocol,Perpetual Protocol,PERP,Derivatives,1855618.473858075,Optimism;Ethereum
filliquid,FILLiquid,-,Liquid Staking,1854423.9509586645,Binance;Filecoin
wavesbridge,WavesBridge,-,Bridge,1853696.1862319056,UNIT0;Ethereum;Waves;Solana;Binance
davincigraph,DaVinciGraph,DAVINCI,Token Locker,1851744.0,Hedera
dipcoin-perps,DipCoin Perps,-,Derivatives,1841803.829692319,Sui
iaero-protocol,iAero Protocol,LIQ,Liquid Staking,1829862.4248839791,Base
hope-collateral,HOPE Collateral,HOPE,Basis Trading,1827338.8713755761,Bitcoin;Ethereum
nolus-protocol,Nolus Protocol,NLS,Lending,1824652.0949055548,Osmosis;Nolus;Neutron
alphagrowth,alphagrowth,-,Risk Curators,1817895.7195838839,Base;Unichain
seamless-v1,Seamless V1,SEAM,Lending,1810259.4978578342,Base
polynomial-bridge,Polynomial Bridge,-,Bridge,1806461.910853227,Ethereum;Optimism;Arbitrum;Base
kuru-clob,Kuru CLOB,-,Dexs,1803269.8322144584,Monad
btse,BTSE,-,CEX,1795694.5447203484,Bitcoin
core-earn,Core Earn,-,Liquid Staking,1793233.7732920167,CORE
coinw,CoinW,CWT,CEX,1789133.3857213738,Tron;Bitcoin;Ethereum
hyperlock-finance,Hyperlock Finance,-,Yield,1785610.5127462088,Blast
bbbfi,BBBFI,-,Launchpad,1784567.3202012626,XDC
gro,Gro,GRO,Yield,1782531.9861838212,Ethereum;Avalanche
hinkal,Hinkal,-,Privacy,1782476.1396014537,Ethereum;Base;Arbitrum;Polygon;Optimism
alephium-bridge,Alephium Bridge,-,Bridge,1779931.877688046,Alephium;Ethereum;Binance
mm-finance-cronos,MM Finance Cronos,MMF,Dexs,1770138.9999313084,Cronos
defil,DeFIL,DFL,Lending,1766085.876559412,Ethereum;Binance
