slug,name,symbol_llama,category_llama,tvl,chains_llama
dypius,Dypius,DYP,Yield,0.0,Binance;Ethereum;Avalanche
dyson,Dyson,-,Liquidity manager,412647.12453182455,Arbitrum;Polygon;Base;Avalanche;Optimism;Binance;Kava
dyson-finance,Dyson Finance,DYSN,Dexs,198775.12725722513,Linea;Polygon zkEVM;Blast
dystopia,Dystopia,DYST,Dexs,82099.54205665724,Polygon
dzap,DZap,-,DEX Aggregator,,
e3,E3,-,Dexs,67651.75938271191,Base;Fantom;Arbitrum
eaglefi,EagleFi,-,Dexs,11888.962459691367,Massa
earlyfans,Earlyfans,EARLY,SoFi,4364.819438327179,Blast
earnifty,Earnifty,-,Yield Aggregator,67.48058587580759,Velas
earnium,Earnium,-,Dexs,264360.8674374466,Aptos
earnmos,Earnmos,-,Yield Aggregator,0.0,Evmos;Kava
eazyswap,EazySwap,EAZY,Dexs,2047.5916459757152,Pulse
ebisu-v1,Ebisu V1,-,CDP,8979.952798063634,Mode;Ethereum
ebisu-v2,Ebisu V2,-,CDP,710986.0717584399,Ethereum;Plasma
ebisus-bay,Ebisus Bay,FRTN,Dexs,1335210.983608894,Cronos;Cronos zkEVM
ebtc-protocol,eBTC Protocol,-,CDP,57321.14873005813,Ethereum
echelon-initia-bridge,Echelon Initia Bridge,-,Canonical Bridge,130458.46348535296,Initia
echelon-market,Echelon Market,-,Lending,100568974.168896,Aptos;Echelon Chain
echelon-prime,Echelon Prime,PRIME,Gaming,,
echidna-finance,Echidna Finance,ECD,Yield,0.0,Avalanche
echo-bridge,Echo Bridge,-,Bridge,180881611.86687407,BSquared
echo-lending,Echo Lending,-,Lending,178527757.85955077,Aptos
echo-liquid-staking,Echo Liquid Staking,-,Liquid Staking,921730.652445017,Aptos
echo-strategy,Echo Strategy,-,Yield Aggregator,4400821.600023597,Aptos
echo.xyz,Echo.xyz,-,Private Investment Platform,,
echodex-v2,EchoDEX V2,ECP,Dexs,52464.92164794773,Linea
echodex-v3,EchoDEX V3,ECP,Dexs,42171.594179581225,Linea
echswap,ECHSWAP,ECS,Dexs,0.0,Echelon
eclipse-bridge,Eclipse Bridge,-,Canonical Bridge,10476068.84421618,Ethereum
eclipsefi,EclipseFi,ECLIP,Launchpad,9894.066178394336,Neutron
ecodefi,EcoDeFi,ESG,Lending,7.210547159795695,Binance
econia,Econia,-,Dexs,177215.81631113,Aptos
ecurve,eCurve,ECRV,Dexs,0.0,EOS
edbank,edBank,-,CDP,22246.338417444236,EDU Chain
eddyfinance-amm,EddyFinance AMM,-,Dexs,410512.2690163121,ZetaChain
eddyfinance-stableswap,EddyFinance StableSwap,-,Dexs,17826.474036575826,ZetaChain
eddyfinance-v3,EddyFinance V3,-,Dexs,9314.150887248616,ZetaChain
edebase,EDEBASE,EDE,Derivatives,1015.4309078279528,Base
eden-finance,Eden Finance,-,Lending,99.95356828156676,Asset Chain
eden-relay,Eden Relay,-,MEV,,
edge-protocol,Edge Protocol,-,Lending,4355.100955656045,Terra
edgevana,Edgevana,-,Liquid Staking,108017951.3159064,Solana
edgex-bridge,edgeX Bridge,-,Bridge,360757795.2021034,Ethereum;Arbitrum;Binance
edgex-perps,edgeX Perps,-,Derivatives,,
eesee,eesee,ESE,Prediction Market,43009.069638878704,Blast
eggs-finance,Eggs Finance,EGGS,Reserve Currency,155541.36579413974,Sonic
eggtartswap,EggTartSwap,EGGT,Dexs,73.656900123979,Harmony
eigenpie,Eigenpie,-,Liquid Restaking,8551656.245664086,Ethereum;Zircuit
eisen-finance,EISEN Finance,-,DEX Aggregator,,
eklipse-finance,Eklipse Finance,EKL,Dexs,729749.8216915062,Klaytn
ekubo,Ekubo,EKUBO,Dexs,61056276.81774344,Starknet;Ethereum
el-dorado-exchange,El Dorado Exchange,EDE,Derivatives,43684.88539076451,Binance;Arbitrum
elara,Elara,-,Lending,226505.43608904895,Zircuit
elasticswap,ElasticSwap,TIC,Dexs,4107.5128564765855,Ethereum;Avalanche
electra,Electra,-,Derivatives,317009.3038892599,Ethereum;Binance;TON
electrik-finance,Electrik Finance,-,Yield Aggregator,0.0,Klaytn
electroswap-v2,ElectroSwap V2,BOLT,Dexs,20072.8027160246,Electroneum
electroswap-v3,ElectroSwap V3,BOLT,Dexs,205097.77425481225,Electroneum
electrowizy,ElectroWizy,-,Yield,126.99950518436565,Polygon
elektrik,Elektrik,ELTK,Dexs,26205.585105444818,LightLink
elephant-money,Elephant Money,ELEPHANT,Yield,0.0,Binance
elephantdex,Elephantdex,ELEPHANT,Dexs,4562.180985231873,Harmony
elexium,Elexium,EX,Dexs,239743.16180810193,Alephium
elf-finance,Elf Finance,ELF,Algo-Stables,0.0,Fantom
elfi-protocol,ELFi Protocol,-,Derivatives,7948501.412113331,Arbitrum;Base
elixir,Elixir,ELX,Yield,533966.5783053385,Ethereum;Sei;Arbitrum
elk,Elk,ELK,Dexs,312139.07035040244,Binance;Avalanche;xDai;Polygon;Kucoin;Arbitrum;Optimism;Q Protocol;Ethereum;Cronos;Fantom;Bittorrent;Elastos;Base;RSK;Linea;Fuse;IoTeX;Velas;OKExChain;Kava;Harmony;Telos;Metis;Wanchain;Moonriver;Neon;Astar;Heco;Hoo;Bitgert
ellipsis-finance,Ellipsis Finance,EPS,Dexs,1235768.573829755,Binance
elma,ELMA,ELITE,Lending,32.73303129294011,Fantom
elocks,eLOCKS,eLOCKS,Yield,24527.96588028794,Sonic;Fantom
elonswap,ElonSwap,ERROL,Dexs,448.5896588607438,Dogechain
elyfi,ELYFI,ELFI,RWA,40.82715131407785,Ethereum;Binance;Klaytn
elys-dex,Elys DEX,-,Dexs,40362.77499210815,Elys
elys-earn,Elys Earn,-,Lending,2360173.6803099997,Elys
elys-perpetual,Elys Perpetual,-,Derivatives,,
elysium-bridge,Elysium Bridge,-,Bridge,657680.0270549834,Ethereum;Polygon
elysiumswap,ElysiumSwap,-,Dexs,147407.78271780617,Elysium
elyx-finance,Elyx Finance,-,Indexes,4554.592902692497,Nibiru
ember-protocol,Ember Protocol,-,Risk Curators,58974332.875893265,Sui
emberswap,EmberSwap,EMBER,Dexs,1651.8941823912292,smartBCH
embr-bridge,Embr Bridge,-,Canonical Bridge,0.0,Embr
embr-finance,Embr Finance,EMBR,Dexs,9022.650042760106,Avalanche
emdx,EMDX,EMDX,Derivatives,0.0,Avalanche
emerald-swap,Emerald Swap,EMERALD,Yield,343.8674624928594,Binance
emiswap,EmiSwap,ESW,Dexs,33325.46800592668,Ethereum;Polygon;Shiden;Astar;Kucoin;Avalanche;Aurora
emojicoin.fun,Emojicoin.fun,-,Launchpad,132771.2168910978,Aptos
emp-money,Emp Money,EMP,Algo-Stables,0.0,Binance
empiredex,EmpireDEX,EMPIRE,Dexs,3511039.957431578,Binance;Cronos;Ethereum;xDai;Avalanche;Fantom;Polygon;Kava;Empire
emporium,Emporium,-,Physical TCG,,
empyreal,Empyreal,EMP,Yield,0.0,Arbitrum
empyrean-dao,Empyrean DAO,EMPYR,Reserve Currency,0.0,Aurora
emu,Emu,EMU,Farm,0.0,Binance
enclabs,Enclabs,-,Lending,105224.35930039668,Sonic;Plasma
encoins,Encoins,ENCS,Privacy,6090.666426557742,Cardano
endur,Endur,-,Liquid Staking,35454106.565198176,Starknet
endurance-bridge,Endurance Bridge,-,Bridge,7029852.672626914,Endurance
energiswap,Energiswap,NRG,Dexs,215880.54120176812,Energi
energon-dex,Energon DEX,EGD,Dexs,1207.3278892087458,Base
energyfi,Energyfi,EFT,Dexs,34.10480174343638,Moonbeam
enibridge,ENIBridge,-,Canonical Bridge,3542538.9743189323,Ethereum
enki-protocol,ENKI Protocol,ENKI,Liquid Staking,454564.65370693593,Metis
enosys-amm-v2,Enosys AMM V2,EXFI,Dexs,364943.3725163607,Flare;Songbird
enosys-amm-v3,Enosys AMM V3,EXFI,Dexs,9108312.621343564,Flare;Songbird
enosys-bridge,Enosys Bridge,-,Bridge,798201.275324735,Ethereum;XDC
ens,ENS,ENS,Domains,0.0,
enso,Enso,ENSO,DEX Aggregator,,
ensuro,Ensuro,-,Insurance,536312.6418500633,Polygon
enterdao,EnterDAO,ENTR,Gaming,18168.918941268243,Ethereum
entropyfi,Entropyfi,ERP,Prediction Market,5237.599191205563,Polygon
envelop,Envelop,NIFTSY,NftFi,5116.365386390326,Blast;Binance;Ethereum;Arbitrum;Polygon;Optimism;Avalanche
enzo-finance,ENZO Finance,-,Lending,22573.61165591205,Bitlayer
enzyme-finance,Enzyme Finance,MLN,Indexes,128033327.40396573,Ethereum;Polygon;Arbitrum
eos-evm-bridge,EOS EVM Bridge,-,Bridge,0.0,EOS
eoswap-finance,EOSWAP Finance,-,Dexs,0.0,EOS EVM
epns,EPNS,PUSH,Services,0.0,Ethereum
epoch-island,Epoch Island,EPOCH,Farm,7.320319531642439,Arbitrum;Base;Ethereum;Optimism
epsylon-finance,Epsylon Finance,-,Yield Aggregator,1261.6573686916342,Fantom
equalizer-exchange,Equalizer Exchange,EQUAL,Dexs,478309.0016589723,Sonic;Fantom
equation-v1,Equation V1,EQU,Derivatives,18.923738029272123,Arbitrum
equation-v2,Equation V2,EQU,Derivatives,0.8755450690124998,Arbitrum
equation-v3,Equation V3,EQU,Derivatives,0.0,Arbitrum
equilibre,Equilibre,VARA,Dexs,6657395.626054041,Kava
equilibria,Equilibria,EQB,Yield,67296377.14953853,Ethereum;Plasma;Arbitrum;Binance;Hyperliquid L1;Base;Sonic;Mantle;Berachain;Optimism
equilibrium-lending,Equilibrium Lending,EQ,Lending,1134428.7005913283,Equilibrium
equito-finance,Equito Finance,-,Bridge,14.29065292836362,Ethereum;Binance;Algorand
equity,Equity,EQUAL,Derivatives,19593.173304538315,Fantom
eralend,EraLend,-,Lending,555998.7755526686,zkSync Era;Telos
erasure,Erasure,NMR,Derivatives,2205569.1426593224,Ethereum
erc-burner,ERC Burner,-,DEX Aggregator,,
ergodex,ErgoDEX,-,Dexs,805739.959749439,Ergo
ergopad,ErgoPad,ERGOPAD,Launchpad,0.0,Ergo
erinaceus-vrf,Erinaceus VRF,-,Oracle,0.0,
eris-protocol,Eris Protocol,-,Liquid Staking,2024973.4600179344,Nibiru;Terra2;Kujira;Injective;Chihuahua;Juno;Terra;Osmosis;Sei;Archway;Neutron;Migaloo
escher,Escher,-,Liquid Staking,4167979.5394132296,Babylon Genesis
escrow,ESCROW,ESCROW,Services,0.0,Ethereum
esdtmarket,EsdtMarket,-,Dexs,292.4931203673826,Elrond
esper-finance,Esper Finance,-,Dexs,27.252243084127617,Mantle
estate-protocol,Estate Protocol,-,RWA,12371022.788170977,Arbitrum
ester-finance,Ester Finance,EST,Yield,0.0,Fantom
etaswap,EtaSwap,-,DEX Aggregator,,
etcmc-dex,ETCMC DEX,ETCPOW,Dexs,30879.818427378486,EthereumClassic
etcswap-v2,ETCswap V2,-,Dexs,5678.846527864865,EthereumClassic
etcswap-v3,ETCswap V3,-,Dexs,52303.23698066174,EthereumClassic
eternal-finance,Eternal Finance,ETERN,Yield,3845.6049479512744,Aptos
eth-strategy,ETH Strategy,STRAT,Onchain Capital Allocator,3785725.827902749,Ethereum
etha-lend,ETHA Lend,ETHA,Yield,11866.393659425828,Polygon;Avalanche
ethena-tsusde,Ethena tsUSDe,-,Yield,6774568.456809773,TON
ethena-usde,Ethena USDe,ENA,Basis Trading,6299681727.931337,Ethereum
ethena-usdtb,Ethena USDtb,ENA,RWA,844302964.8228076,Ethereum
ether-strategy,Ether Strategy,-,Yield,0.0,Ethereum
ether.fi-liquid,ether.fi Liquid,ETHFI,Onchain Capital Allocator,677993260.4291868,Ethereum
ether.fi-stake,ether.fi Stake,ETHFI,Liquid Restaking,8527881117.608039,Ethereum;Arbitrum;Base
etherberry-finance,Etherberry Finance,BERRY,Indexes,300.2076528915534,Arbitrum
ethereal-season-zero,Ethereal Season Zero,-,Farm,11196301.777947618,Ethereum
ethereum,Ethereum,-,Chain,,
ethereum-classic-stable-dollar,Ethereum Classic Stable Dollar,-,Dual-Token Stablecoin,3875.4675362489024,EthereumClassic
ethereum-foundation,Ethereum Foundation,ETH,Foundation,0.0,
etherex-cl,Etherex CL,-,Dexs,20418210.372846875,Linea
etherex-legacy,Etherex Legacy,-,Dexs,8787629.411589231,Linea
etherfi-borrowing-market,EtherFi Borrowing Market,ETHFI,Lending,158963345.00332186,Scroll
etherfi-cash-liquid,EtherFi Cash Liquid,ETHFI,Onchain Capital Allocator,138326390.77948335,Scroll
etherflip,EtherFlip,-,Luck Games,2335080.8974593906,Ethereum
ethernity-chain,Ethernity Chain,ERN,Yield,56568.98489935066,Ethereum
ethers,Ethers,-,Developer Tools,0.0,
ethervista,Ethervista,VISTA,Dexs,953296.0991657547,Ethereum
ethglobal,ETHGlobal,-,Services,0.0,
ethichub,EthicHub,ETHIX,Lending,0.0,Ethereum;Celo
ethos-markets,Ethos Markets,-,SoFi,466015.3040380086,Base
ethos-network,Ethos Network,-,SoFi,2946146.389288776,Base
ethos-reserve,Ethos Reserve,OATH,CDP,264622.40890371514,Optimism
ethosx,EthosX,-,Derivatives,0.0,Binance;Arbitrum
ethwswap,EthwSwap,-,Dexs,0.0,EthereumPoW
euclid-finance,Euclid Finance,-,Liquid Restaking,371345.2703930997,Ethereum
euler-dao,Euler DAO,EUL,Risk Curators,131696602.4016542,Ethereum;Arbitrum;Unichain;Base;Swellchain;Linea
euler-v1,Euler V1,EUL,Lending,51580.24218295866,Ethereum
euler-v2,Euler V2,EUL,Lending,1008356056.4259309,Ethereum;Plasma;Avalanche;Arbitrum;Monad;Base;BOB;Linea;Unichain;Swellchain;Binance;Berachain;Sonic;TAC;Mantle
eulerswap,EulerSwap,EUL,Dexs,,
euphoria,Euphoria,WAGMI,Reserve Currency,0.0072249481322661,Harmony
evaa-protocol,EVAA Protocol,-,Lending,13434944.26808911,TON
evedex,Evedex,-,Derivatives,1281777.8408072272,Eventum
eventum-bridge,Eventum Bridge,-,Canonical Bridge,1480545.5273427262,Arbitrum
everdex,Everdex,-,Dexs,4314045.674306016,Bifrost Network
everestdao,EverestDAO,EVRT,DAO Service Provider,0.0,Avalanche
everlend,Everlend,-,Lending,0.0,Solana
everrise,EverRise,RISE,Cross Chain Bridge,2314438.3625515895,Ethereum;Binance;Avalanche;Polygon;Fantom
eversol,Eversol,-,Liquid Staking,19386.57316017493,Solana
everyfinance,EveryFinance,-,Indexes,5.613694326669808,Ethereum;Binance;Polygon
evmos-dao,Evmos DAO,-,Canonical Bridge,0.0,
evmoswap,EvmoSwap,EMO,Dexs,63571.942953585174,Evmos
evolve,Evolve,-,Lending,554.1475983624402,Cronos
evoq-finance,Evoq Finance,-,Lending,260.79212133896993,Binance
exactly,Exactly,EXA,Lending,3902864.221325039,Optimism;Ethereum
excalibur,Excalibur,EXC,Dexs,3903.588920012091,Fantom
excellar,Excellar,-,Basis Trading,212573.9847749,Stellar
exinpool,ExinPool,-,Liquid Staking,11103375.0,Mixin
exinswap,ExinSwap,-,Dexs,21705.49,Mixin
exit.tech,exit.tech,-,Liquidity manager,38976.97238411539,Arbitrum
exit10,EXIT10,-,Yield Aggregator,49023.53328451434,Ethereum;Arbitrum
exmo,Exmo,-,CEX,4253205.774307888,Ethereum;Tron;EthereumClassic;TON;Bitcoin
exodia,Exodia,EXOD,Reserve Currency,0.0,Fantom
exponent,Exponent,-,Yield,103037119.62096044,Solana
exsat-bridge,exSat Bridge,-,Bridge,12807711.376340767,Bitcoin
exsat-staking-btc,exSat Staking BTC,-,Bridge,261888012.01318637,Bitcoin
extended,Extended,-,Derivatives,133431062.84028916,Starknet;Ethereum
extra-finance-leverage-farming,Extra Finance Leverage Farming,EXTRA,Leveraged Farming,41962116.81878809,Base;Optimism;Berachain
extra-finance-vaults,Extra Finance Vaults,EXTRA,Onchain Capital Allocator,17920594.242379915,Base
extra-finance-xlend,Extra Finance Xlend,EXTRA,Lending,6408290.013446947,Base;Optimism
ezkalibur,eZKalibur,SWORD,Dexs,61435.988038658725,zkSync Era
fabric,Fabric,FAB,Yield,0.0,Solana
factor-leverage-vault,Factor Leverage Vault,FCTR,Leveraged Farming,15638338.996369554,Arbitrum
factor-v1,Factor V1,FCTR,Indexes,637.8854274022515,Arbitrum
factor-v2,Factor V2,FCTR,Yield,14243.661390501378,Arbitrum
faet,FAET,FAET,Farm,0.0,Lisk
fairfi,FairFi,-,Yield Aggregator,0.0,Binance;Ethereum;Kava;Polygon
fairyswap-v1,FairySwap V1,FAIRY,Dexs,45398.52740944298,Findora
fairyswap-v2,FairySwap V2,FAY,Dexs,2710.2417833544205,Findora
falcon-bot,Falcon Bot,-,Telegram Bot,,
fan-token-staking,Fan Token Staking,-,Farm,0.0,Chiliz
fan.fun,fan.fun,-,SoFi,16198.88977851564,Hyperliquid L1
fan.tech,fan.tech,-,SoFi,93729.0458810711,Mantle
fantasm,Fantasm,FSM,Algo-Stables,8.373209725900919e-20,Fantom
fantasy.top,fantasy.top,-,SoFi,,
fantohm,Fantohm,FHM,Reserve Currency,0.0,Fantom;Moonriver;Ethereum;Binance;Boba
fantom,Fantom,FTM,Chain,,
fantompup,FantomPup,FPUP,Yield,214.4302466353056,Fantom
fanx-protocol,FanX Protocol,-,Dexs,6025825.235060197,Chiliz
farm-hero,Farm Hero,HERO,Gaming,1691.8024556522982,Binance;OKExChain;Polygon
farmix,Farmix,-,Leveraged Farming,4708.597649203125,TON
farmtom,Farmtom,FRTM,Yield,797.4823236508813,Fantom
fassets,FAssets,-,Bridge,183688174.23733017,Ripple;Flare
fast-token,Fast token,FTN,Chain,,
fastex,Fastex,-,CEX,8224545.973759605,Tron;Bahamut;Ethereum;Solana;Binance;Aptos;Optimism;Avalanche;Arbitrum;Litecoin;Ripple;Cardano;Polkadot;Bitcoin
fastjpeg,FastJPEG,-,Launchpad,,
fastlane,Fastlane,-,MEV,,
fastyield-finance,Fastyield Finance,FAST,Yield Aggregator,65.46009161014891,Fantom
fatexfi,FATExFi,FATE,Dexs,49.32316007440837,Polygon
fatfire-defi,FATFIRE DEFI,FATFIRE,Yield,252.1945871366748,Fantom
fathom-amm,Fathom AMM,FTHM,Dexs,69526.27823178154,XDC
fathom-cdp,Fathom CDP,FTHM,CDP,3872748.171401134,XDC
fathom-lending,Fathom Lending,FTHM,Lending,143982.66147541584,XDC
fathom-vault,Fathom Vault,FTHM,Yield,15805.37243456232,XDC
fcon-dex,FCON DEX,FCON,Dexs,158.73842880918312,Mantle
fdoge-finance,FDoge Finance,FDOGE,Algo-Stables,0.0,Fantom
fedex-finance,FeDex Finance,FED,Dexs,69.07779121018343,Op_Bnb
feeder-finance,Feeder Finance,FEED,Yield,4.5803738709847,Fantom;Binance
feefree,FeeFree,-,Dexs,20195.51465771431,Zora;Scroll;Base
fees.wtf,fees.wtf,WTF,Services,0.0,Ethereum
fegex,Fegex,FEG,Services,0.0,Binance;Ethereum
fei-protocol,Fei Protocol,TRIBE,Algo-Stables,9.262121556432366,Ethereum
felix-cdp,Felix CDP,-,CDP,40738297.23517516,Hyperliquid L1
felix-usdhl,Felix USDhl,-,Yield,23604765.723939124,Ethereum;Hyperliquid L1
felix-vaults,Felix Vaults,-,Onchain Capital Allocator,123079652.16978656,Hyperliquid L1
femboydao,FemboyDAO,FEM,Services,0.0,
fence-finance,Fence Finance,-,Risk Curators,1365.1238722438595,Ethereum
fenix-concentrated-liquidity,Fenix Concentrated Liquidity,FNX,Dexs,7445608.869964691,Blast
fenix-standard-pools,Fenix Standard Pools,FNX,Dexs,6014.55932813368,Blast
fenrir-finance,Fenrir Finance,FNR,Lending,0.0026775477259603,Binance
ferdyflip,FerdyFlip,-,Luck Games,0.424411846152343,Mantle;Base;Avalanche
ferro,Ferro,FER,Dexs,8530874.360679723,Cronos
ferrum,Ferrum,FRM,Services,0.0,Ethereum;Polygon
fiamma,Fiamma,-,Bridge,1395106.1662943035,Bitcoin
fiat-dao,FIAT DAO,FDT,Yield,119429.88748359568,Ethereum
fibonacci-dex,Fibonacci Dex,-,Dexs,1523.91723140898,Form Network
fibrous-finance,Fibrous Finance,-,DEX Aggregator,,
figure-markets-democratized-prime,Figure Markets Democratized Prime,-,RWA Lending,28465553.061397336,Provenance
figure-markets-exchange,Figure Markets Exchange,-,OTC Marketplace,575700889.1663808,Provenance
filament-beta,Filament Beta,-,Derivatives,0.0,Sei
filament-v1,Filament V1,-,Derivatives,0.0,Sei
filda,FilDA,FILDA,Lending,81228.86755318686,IoTeX;Bittorrent;Elastos;Arbitrum;Binance;Polygon;REI;Kava;Heco
filecoin,Filecoin,FIL,Chain,,
filet-finance,Filet Finance,-,Liquid Staking,2164289.1870479574,Filecoin;Binance;Mixin;Heco
filfi,FilFi,-,Staking Pool,304632.0070662764,Filecoin
filliquid,FILLiquid,-,Liquid Staking,1854423.9509586643,Binance;Filecoin
fin,FIN,-,Dexs,240485.93520108025,Kujira
finceptor,Finceptor,FINC,Launchpad,0.0,Binance
finder-bot,Finder Bot,FINDER,AI Agents,,
finext-finance,Finext Finance,FINX,Algo-Stables,61751.089726998915,Arbitrum
finnexus,FinNexus,FNX,Options,232359.2147450471,Ethereum;Binance;Wanchain
firebird,Firebird,HOPE,DEX Aggregator,19425.646532048868,Polygon
firebot,FireBot,FBX,Yield,0.0,Polygon
firedao,FireDAO,-,Yield,2390.845717056301,Ethereum
firefly,firefly,-,Dexs,100309.62016207336,Manta
firepotswap,FirepotSwap,-,Dexs,0.0,AirDAO
firi,Firi,-,CEX,41.33352645721633,Ripple;Ethereum;Cardano;Solana;Bitcoin
firoza-finance,Firoza Finance,-,Lending,0.0,HAQQ
fisclend-finance,Fisclend Finance,-,Lending,59.09373034621911,World Chain;Sonic;ApeChain
fiva,FIVA,-,Yield,72512.90048965745,TON
fixes-frc20,Fixes frc20,-,Services,6544.125391914858,Flow
fixes-frc20-staking,Fixes frc20 Staking,-,Staking Pool,5244.6137677015195,Flow
fixes-launchpad,Fixes Launchpad,-,Launchpad,226.9739193789117,Flow
fizzswap-v2,Fizzswap V2,-,Dexs,1904.6036950799064,Silicon zkEVM
fizzswap-v3,Fizzswap V3,-,Dexs,6172.232304997906,Silicon zkEVM
fjord-v1,Fjord V1,FJO,Launchpad,,
fjord-v2,Fjord V2,FJO,Launchpad,,
flair-dex,Flair Dex,FLDX,Dexs,50251.82740467173,Avalanche
flame-defi,Flame DeFi,FLAME,Yield,1710.2219409951315,Tezos
flamincome,Flamincome,FLAG,Yield Aggregator,0.0,Ethereum
flamingo-finance,Flamingo Finance,FLM,Dexs,3300281.643398752,NEO
flamingo-lend,Flamingo Lend,FLM,Lending,1614203.4875762796,NEO
flap-sh,Flap sh,-,Launchpad,107467.22859109874,Binance;X Layer
flare,Flare,FLR,Chain,,
flarebank,FlareBank,BANK,Reserve Currency,405299.0029199592,Flare
flashbots,Flashbots,-,MEV,,
flashliquidity,FlashLiquidity,FLIQ,Dexs,117.40932335379664,Polygon;Polygon zkEVM;Base;Arbitrum;Avalanche
flashpulse,FlashPulse,FlashToken,Farm,0.0233459616850255,Pulse
flashstake,Flashstake,FLASH,Yield,64313.394355265445,Ethereum;Optimism;Arbitrum
flashstake-old,Flashstake OLD,FLASH,Yield,6324.425838091131,Ethereum
flashtrade,FlashTrade,FAF,Derivatives,14318047.109612646,Solana
flast-protocol,Flast Protocol,-,Liquid Staking,0.0,Blast
flat-money-v1,Flat Money V1,DHT,Partially Algorithmic Stablecoin,261679.01181180697,Base
flat-money-v2,Flat Money V2,DHT,Partially Algorithmic Stablecoin,2364857.0910830656,Arbitrum;Optimism
flatcoin-dex,FlatCoin DEX,FLAT,Farm,12.497218566006987,Tron
flatqube,FlatQube,QUBE,Dexs,261437.0,Everscale
flaunch,flaunch,-,Launchpad,1968382.041227086,Base
flex-perpetuals,Flex Perpetuals,FDX,Derivatives,841078.0094864856,Base
flexa,Flexa,AMP,Payments,9761906.76663661,Ethereum
fliperino,Fliperino,-,Luck Games,0.4849924901179057,EthereumPoW
flipster,Flipster,-,CEX,64145842.442160584,Ethereum;Bitcoin;Binance;Tron;Aptos;Arbitrum;Optimism;TON;Stable;Klaytn;Solana;Ripple;Polygon;Sui;Cosmos;Algorand;Avalanche;Sonic;Near;Celo;Base;Blast
flitswap,FlitSwap,-,Dexs,78.64959211151319,Op_Bnb
float,Float,FLT,Derivatives,144145.0478878411,Polygon;Avalanche
float-protocol,Float Protocol,BANK,Yield,265858.4008882768,Ethereum
flokifi-locker,FlokiFi Locker,FLOKI,Token Locker,17476957.537010882,Binance;Ethereum;Base;Avalanche;Dogechain;Cronos;Arbitrum;Optimism;Fantom;Polygon;Kucoin;Op_Bnb;Evmos;Blast;OKExChain
floor-dao,Floor Dao,FLOOR,Reserve Currency,0.0,Ethereum
flooring-protocol,Flooring Protocol,FLC,NFT Marketplace,16.51490838607384,Ethereum
florence-finance,Florence Finance,FFM,RWA Lending,0.0,Ethereum;Arbitrum;Base
flow,Flow,FLOW,Chain,,
flowx-aggregator,FlowX Aggregator,FLX,DEX Aggregator,,
flowx-v2,FlowX V2,FLX,Dexs,490140.1427230596,Sui
flowx-v3,FlowX V3,FLX,Dexs,3041082.9853548766,Sui
flrfarm,FLRFarm,SFIN,Yield,172578.13597048167,Flare;Songbird
flrloans,FLRLoans,-,CDP,980.328777557074,Songbird
fluid-dex,Fluid DEX,FLUID,Dexs,,
fluid-dex-lite,Fluid DEX Lite,-,Dexs,,
fluid-lending,Fluid Lending,-,Lending,1577223983.947681,Ethereum;Plasma;Arbitrum;Base;Polygon
fluid-lite,Fluid Lite,FLUID,Yield Aggregator,267015605.16597912,Ethereum
fluid-protocol,Fluid Protocol,FTP,CDP,69167.5894341478,Fuel
fluidity-money,Fluidity Money,FLY,CDP,66698.87981248011,Arbitrum;Ethereum;Solana
fluidtokens,FluidTokens,FLDT,Lending,1431201.1878749607,Cardano
fluity,Fluity,FLTY,CDP,44022.34898997395,Binance
flux,Flux,-,CDP,10945.002749846231,Radix
flux-exchange,Flux Exchange,-,Derivatives,23544.699361290903,zkSync Era;Fantom
flux-finance,Flux Finance,-,Lending,42400229.33205782,Ethereum
flux-protocol,Flux Protocol,FLUX,Lending,71.63045172744869,OKExChain;Binance;Polygon;Arbitrum;Ethereum;Conflux
fluxbeam,FluxBeam,-,Dexs,17071083.080915164,Solana
fluxtra,Fluxtra,-,Liquid Staking,31193.65458553312,Mantra
fluxusfi,FluxusFi,FLX,Dexs,65.06509498101926,Base
fly.trade,fly.trade,FLY,Cross Chain Bridge,,
fmoney,fMoney,fBUX,Lending,3213.570111708119,Sonic;Fantom
fndz,FNDZ,FNDZ,Dexs,4027.1332009096022,Binance
fodl-finance,FODL Finance,FODL,Leveraged Farming,0.0,Ethereum;Polygon;Binance
folks-finance-lending,Folks Finance Lending,-,Lending,33763454.20102832,Algorand
folks-finance-xchain,Folks Finance xChain,-,Lending,22105886.139578052,Avalanche;Polygon;Ethereum;Monad;Sei;Arbitrum;Base;Binance
